Date,Branch,Product,Qty,Sales,Month,Week,Weekday,Weekend,Branch_encoded,Product_encoded,month,day,dayofweek,is_weekend,week,year,Forecast_Sales
2021-12-29,North Side,Jalebi,19.0,3857.0,December,52,2.0,Weekday,2.0,1.0,12,29,2.0,0.0,52,2021,7460.592285714286
2021-12-29,City Center,Jalebi,46.0,10074.0,December,52,2.0,Weekday,0.0,1.0,12,29,2.0,0.0,52,2021,7460.592285714286
2021-12-29,Main Branch,Jalebi,40.0,8320.0,December,52,2.0,Weekday,1.0,1.0,12,29,2.0,0.0,52,2021,7460.592285714286
2021-12-30,North Side,Jalebi,21.0,6111.0,December,52,3.0,Weekday,2.0,1.0,12,30,3.0,0.0,52,2021,7345.182916666667
2021-12-30,City Center,Jalebi,47.0,8178.0,December,52,3.0,Weekday,0.0,1.0,12,30,3.0,0.0,52,2021,7345.182916666667
2021-12-30,Main Branch,Jalebi,38.0,7296.0,December,52,3.0,Weekday,1.0,1.0,12,30,3.0,0.0,52,2021,7345.182916666667
2021-12-31,North Side,Jalebi,25.0,3875.0,December,52,4.0,Weekday,2.0,1.0,12,31,4.0,0.0,52,2021,6601.283833333337
2021-12-31,City Center,Jalebi,43.0,12513.0,December,52,4.0,Weekday,0.0,1.0,12,31,4.0,0.0,52,2021,6601.283833333337
2021-12-31,Main Branch,Jalebi,19.0,3838.0,December,52,4.0,Weekday,1.0,1.0,12,31,4.0,0.0,52,2021,6601.283833333337
2022-01-01,North Side,Jalebi,75.0,20625.0,January,52,5.0,Weekend,2.0,1.0,1,1,5.0,1.0,52,2022,19403.98898809524
2022-01-01,City Center,Jalebi,55.0,14850.0,January,52,5.0,Weekend,0.0,1.0,1,1,5.0,1.0,52,2022,19403.98898809524
2022-01-01,Main Branch,Jalebi,88.0,22880.0,January,52,5.0,Weekend,1.0,1.0,1,1,5.0,1.0,52,2022,19403.98898809524
2022-01-02,North Side,Jalebi,61.0,10919.0,January,52,6.0,Weekend,2.0,1.0,1,2,6.0,1.0,52,2022,14315.09291666667
2022-01-02,City Center,Jalebi,48.0,14160.0,January,52,6.0,Weekend,0.0,1.0,1,2,6.0,1.0,52,2022,14315.09291666667
2022-01-02,Main Branch,Jalebi,61.0,18605.0,January,52,6.0,Weekend,1.0,1.0,1,2,6.0,1.0,52,2022,14315.09291666667
2022-01-03,North Side,Jalebi,52.0,13208.0,January,1,0.0,Weekday,2.0,1.0,1,3,0.0,0.0,1,2022,10191.067392857145
2022-01-03,Main Branch,Jalebi,33.0,9207.0,January,1,0.0,Weekday,1.0,1.0,1,3,0.0,0.0,1,2022,10191.067392857145
2022-01-03,City Center,Jalebi,32.0,7424.0,January,1,0.0,Weekday,0.0,1.0,1,3,0.0,0.0,1,2022,10191.067392857145
2022-01-04,North Side,Jalebi,51.0,13974.0,January,1,1.0,Weekday,2.0,1.0,1,4,1.0,0.0,1,2022,11242.714047619047
2022-01-04,City Center,Jalebi,30.0,8580.0,January,1,1.0,Weekday,0.0,1.0,1,4,1.0,0.0,1,2022,11242.714047619047
2022-01-04,Main Branch,Jalebi,38.0,12236.0,January,1,1.0,Weekday,1.0,1.0,1,4,1.0,0.0,1,2022,11242.714047619047
2022-01-05,North Side,Jalebi,43.0,8127.0,January,1,2.0,Weekday,2.0,1.0,1,5,2.0,0.0,1,2022,10450.421285714287
2022-01-05,City Center,Jalebi,27.0,6453.0,January,1,2.0,Weekday,0.0,1.0,1,5,2.0,0.0,1,2022,10450.421285714287
2022-01-05,Main Branch,Jalebi,54.0,16254.0,January,1,2.0,Weekday,1.0,1.0,1,5,2.0,0.0,1,2022,10450.421285714287
2022-01-06,North Side,Jalebi,38.0,5890.0,January,1,3.0,Weekday,2.0,1.0,1,6,3.0,0.0,1,2022,9854.118603174606
2022-01-06,City Center,Jalebi,53.0,15423.0,January,1,3.0,Weekday,0.0,1.0,1,6,3.0,0.0,1,2022,9854.118603174606
2022-01-06,Main Branch,Jalebi,26.0,7774.0,January,1,3.0,Weekday,1.0,1.0,1,6,3.0,0.0,1,2022,9854.118603174606
2022-01-07,North Side,Jalebi,50.0,9550.0,January,1,4.0,Weekday,2.0,1.0,1,7,4.0,0.0,1,2022,10478.993107142858
2022-01-07,Main Branch,Jalebi,54.0,16632.0,January,1,4.0,Weekday,1.0,1.0,1,7,4.0,0.0,1,2022,10478.993107142858
2022-01-07,City Center,Jalebi,31.0,5549.0,January,1,4.0,Weekday,0.0,1.0,1,7,4.0,0.0,1,2022,10478.993107142858
2022-01-08,North Side,Jalebi,69.0,23391.0,January,1,5.0,Weekend,2.0,1.0,1,8,5.0,1.0,1,2022,22963.84289285714
2022-01-08,City Center,Jalebi,92.0,27508.0,January,1,5.0,Weekend,0.0,1.0,1,8,5.0,1.0,1,2022,22963.84289285714
2022-01-08,Main Branch,Jalebi,87.0,21837.0,January,1,5.0,Weekend,1.0,1.0,1,8,5.0,1.0,1,2022,22963.84289285714
2022-01-09,North Side,Jalebi,64.0,11648.0,January,1,6.0,Weekend,2.0,1.0,1,9,6.0,1.0,1,2022,11941.918539682536
2022-01-09,Main Branch,Jalebi,41.0,12587.0,January,1,6.0,Weekend,1.0,1.0,1,9,6.0,1.0,1,2022,11941.918539682536
2022-01-09,City Center,Jalebi,68.0,10812.0,January,1,6.0,Weekend,0.0,1.0,1,9,6.0,1.0,1,2022,11941.918539682536
2022-01-10,North Side,Jalebi,29.0,5742.0,January,2,0.0,Weekday,2.0,1.0,1,10,0.0,0.0,2,2022,6307.884250000002
2022-01-10,Main Branch,Jalebi,16.0,3632.0,January,2,0.0,Weekday,1.0,1.0,1,10,0.0,0.0,2,2022,6307.884250000002
2022-01-10,City Center,Jalebi,37.0,7844.0,January,2,0.0,Weekday,0.0,1.0,1,10,0.0,0.0,2,2022,6307.884250000002
2022-01-11,North Side,Jalebi,15.0,4620.0,January,2,1.0,Weekday,2.0,1.0,1,11,1.0,0.0,2,2022,9183.77231746032
2022-01-11,Main Branch,Jalebi,40.0,12560.0,January,2,1.0,Weekday,1.0,1.0,1,11,1.0,0.0,2,2022,9183.77231746032
2022-01-11,City Center,Jalebi,44.0,10912.0,January,2,1.0,Weekday,0.0,1.0,1,11,1.0,0.0,2,2022,9183.77231746032
2022-01-12,North Side,Jalebi,25.0,4200.0,January,2,2.0,Weekday,2.0,1.0,1,12,2.0,0.0,2,2022,7459.550380952381
2022-01-12,Main Branch,Jalebi,41.0,13940.0,January,2,2.0,Weekday,1.0,1.0,1,12,2.0,0.0,2,2022,7459.550380952381
2022-01-12,City Center,Jalebi,24.0,4080.0,January,2,2.0,Weekday,0.0,1.0,1,12,2.0,0.0,2,2022,7459.550380952381
2022-01-13,North Side,Jalebi,29.0,9077.0,January,2,3.0,Weekday,2.0,1.0,1,13,3.0,0.0,2,2022,6902.573797619047
2022-01-13,Main Branch,Jalebi,30.0,7260.0,January,2,3.0,Weekday,1.0,1.0,1,13,3.0,0.0,2,2022,6902.573797619047
2022-01-13,City Center,Jalebi,16.0,3472.0,January,2,3.0,Weekday,0.0,1.0,1,13,3.0,0.0,2,2022,6902.573797619047
2022-01-14,North Side,Jalebi,296.0,70448.0,January,2,4.0,Weekday,2.0,1.0,1,14,4.0,0.0,2,2022,58044.28982142859
2022-01-14,Main Branch,Jalebi,253.0,73370.0,January,2,4.0,Weekday,1.0,1.0,1,14,4.0,0.0,2,2022,58044.28982142859
2022-01-14,City Center,Jalebi,212.0,40704.0,January,2,4.0,Weekday,0.0,1.0,1,14,4.0,0.0,2,2022,58044.28982142859
2022-01-15,North Side,Jalebi,70.0,22960.0,January,2,5.0,Weekend,2.0,1.0,1,15,5.0,1.0,2,2022,18525.66198809524
2022-01-15,Main Branch,Jalebi,52.0,14144.0,January,2,5.0,Weekend,1.0,1.0,1,15,5.0,1.0,2,2022,18525.66198809524
2022-01-15,City Center,Jalebi,67.0,16951.0,January,2,5.0,Weekend,0.0,1.0,1,15,5.0,1.0,2,2022,18525.66198809524
2022-01-16,North Side,Jalebi,51.0,7752.0,January,2,6.0,Weekend,2.0,1.0,1,16,6.0,1.0,2,2022,12745.252000000002
2022-01-16,Main Branch,Jalebi,50.0,10450.0,January,2,6.0,Weekend,1.0,1.0,1,16,6.0,1.0,2,2022,12745.252000000002
2022-01-16,City Center,Jalebi,79.0,20145.0,January,2,6.0,Weekend,0.0,1.0,1,16,6.0,1.0,2,2022,12745.252000000002
2022-01-17,North Side,Jalebi,30.0,10290.0,January,3,0.0,Weekday,2.0,1.0,1,17,0.0,0.0,3,2022,11417.624642857143
2022-01-17,Main Branch,Jalebi,35.0,6300.0,January,3,0.0,Weekday,1.0,1.0,1,17,0.0,0.0,3,2022,11417.624642857143
2022-01-17,City Center,Jalebi,51.0,15300.0,January,3,0.0,Weekday,0.0,1.0,1,17,0.0,0.0,3,2022,11417.624642857143
2022-01-18,North Side,Jalebi,17.0,5780.0,January,3,1.0,Weekday,2.0,1.0,1,18,1.0,0.0,3,2022,6444.14638095238
2022-01-18,Main Branch,Jalebi,32.0,6304.0,January,3,1.0,Weekday,1.0,1.0,1,18,1.0,0.0,3,2022,6444.14638095238
2022-01-18,City Center,Jalebi,34.0,6732.0,January,3,1.0,Weekday,0.0,1.0,1,18,1.0,0.0,3,2022,6444.14638095238
2022-01-19,North Side,Jalebi,24.0,5136.0,January,3,2.0,Weekday,2.0,1.0,1,19,2.0,0.0,3,2022,6332.15357142857
2022-01-19,Main Branch,Jalebi,48.0,8064.0,January,3,2.0,Weekday,1.0,1.0,1,19,2.0,0.0,3,2022,6332.15357142857
2022-01-19,City Center,Jalebi,22.0,5720.0,January,3,2.0,Weekday,0.0,1.0,1,19,2.0,0.0,3,2022,6332.15357142857
2022-01-20,North Side,Jalebi,15.0,4530.0,January,3,3.0,Weekday,2.0,1.0,1,20,3.0,0.0,3,2022,6834.342285714286
2022-01-20,Main Branch,Jalebi,51.0,11475.0,January,3,3.0,Weekday,1.0,1.0,1,20,3.0,0.0,3,2022,6834.342285714286
2022-01-20,City Center,Jalebi,16.0,5104.0,January,3,3.0,Weekday,0.0,1.0,1,20,3.0,0.0,3,2022,6834.342285714286
2022-01-21,North Side,Jalebi,46.0,7452.0,January,3,4.0,Weekday,2.0,1.0,1,21,4.0,0.0,3,2022,6610.311809523809
2022-01-21,Main Branch,Jalebi,42.0,6636.0,January,3,4.0,Weekday,1.0,1.0,1,21,4.0,0.0,3,2022,6610.311809523809
2022-01-21,City Center,Jalebi,21.0,4767.0,January,3,4.0,Weekday,0.0,1.0,1,21,4.0,0.0,3,2022,6610.311809523809
2022-01-22,North Side,Jalebi,76.0,19076.0,January,3,5.0,Weekend,2.0,1.0,1,22,5.0,1.0,3,2022,16280.273166666664
2022-01-22,Main Branch,Jalebi,71.0,18460.0,January,3,5.0,Weekend,1.0,1.0,1,22,5.0,1.0,3,2022,16280.273166666664
2022-01-22,City Center,Jalebi,38.0,11514.0,January,3,5.0,Weekend,0.0,1.0,1,22,5.0,1.0,3,2022,16280.273166666664
2022-01-23,North Side,Jalebi,75.0,25950.0,January,3,6.0,Weekend,2.0,1.0,1,23,6.0,1.0,3,2022,19230.459952380952
2022-01-23,Main Branch,Jalebi,77.0,20790.0,January,3,6.0,Weekend,1.0,1.0,1,23,6.0,1.0,3,2022,19230.459952380952
2022-01-23,City Center,Jalebi,52.0,12792.0,January,3,6.0,Weekend,0.0,1.0,1,23,6.0,1.0,3,2022,19230.459952380952
2022-01-24,North Side,Jalebi,19.0,2945.0,January,4,0.0,Weekday,2.0,1.0,1,24,0.0,0.0,4,2022,6545.019821428572
2022-01-24,City Center,Jalebi,26.0,5460.0,January,4,0.0,Weekday,0.0,1.0,1,24,0.0,0.0,4,2022,6545.019821428572
2022-01-24,Main Branch,Jalebi,41.0,9020.0,January,4,0.0,Weekday,1.0,1.0,1,24,0.0,0.0,4,2022,6545.019821428572
2022-01-25,North Side,Jalebi,52.0,17888.0,January,4,1.0,Weekday,2.0,1.0,1,25,1.0,0.0,4,2022,10485.227359307359
2022-01-25,City Center,Jalebi,16.0,4624.0,January,4,1.0,Weekday,0.0,1.0,1,25,1.0,0.0,4,2022,10485.227359307359
2022-01-25,Main Branch,Jalebi,44.0,11000.0,January,4,1.0,Weekday,1.0,1.0,1,25,1.0,0.0,4,2022,10485.227359307359
2022-01-26,North Side,Jalebi,29.0,7395.0,January,4,2.0,Weekday,2.0,1.0,1,26,2.0,0.0,4,2022,7218.028464285714
2022-01-26,Main Branch,Jalebi,22.0,6732.0,January,4,2.0,Weekday,1.0,1.0,1,26,2.0,0.0,4,2022,7218.028464285714
2022-01-26,City Center,Jalebi,30.0,7320.0,January,4,2.0,Weekday,0.0,1.0,1,26,2.0,0.0,4,2022,7218.028464285714
2022-01-27,North Side,Jalebi,21.0,6846.0,January,4,3.0,Weekday,2.0,1.0,1,27,3.0,0.0,4,2022,7955.558214285715
2022-01-27,City Center,Jalebi,37.0,8843.0,January,4,3.0,Weekday,0.0,1.0,1,27,3.0,0.0,4,2022,7955.558214285715
2022-01-27,Main Branch,Jalebi,47.0,8225.0,January,4,3.0,Weekday,1.0,1.0,1,27,3.0,0.0,4,2022,7955.558214285715
2022-01-28,North Side,Jalebi,29.0,7685.0,January,4,4.0,Weekday,2.0,1.0,1,28,4.0,0.0,4,2022,8277.460190476191
2022-01-28,City Center,Jalebi,20.0,4860.0,January,4,4.0,Weekday,0.0,1.0,1,28,4.0,0.0,4,2022,8277.460190476191
2022-01-28,Main Branch,Jalebi,43.0,11352.0,January,4,4.0,Weekday,1.0,1.0,1,28,4.0,0.0,4,2022,8277.460190476191
2022-01-29,North Side,Jalebi,71.0,13987.0,January,4,5.0,Weekend,2.0,1.0,1,29,5.0,1.0,4,2022,14281.927103174607
2022-01-29,Main Branch,Jalebi,77.0,14707.0,January,4,5.0,Weekend,1.0,1.0,1,29,5.0,1.0,4,2022,14281.927103174607
2022-01-29,City Center,Jalebi,48.0,15072.0,January,4,5.0,Weekend,0.0,1.0,1,29,5.0,1.0,4,2022,14281.927103174607
2022-01-30,North Side,Jalebi,54.0,12150.0,January,4,6.0,Weekend,2.0,1.0,1,30,6.0,1.0,4,2022,12121.659333333333
2022-01-30,City Center,Jalebi,66.0,11682.0,January,4,6.0,Weekend,0.0,1.0,1,30,6.0,1.0,4,2022,12121.659333333333
2022-01-30,Main Branch,Jalebi,66.0,12408.0,January,4,6.0,Weekend,1.0,1.0,1,30,6.0,1.0,4,2022,12121.659333333333
2022-01-31,North Side,Jalebi,48.0,8688.0,January,5,0.0,Weekday,2.0,1.0,1,31,0.0,0.0,5,2022,9070.557238095238
2022-01-31,City Center,Jalebi,24.0,5952.0,January,5,0.0,Weekday,0.0,1.0,1,31,0.0,0.0,5,2022,9070.557238095238
2022-01-31,Main Branch,Jalebi,43.0,11223.0,January,5,0.0,Weekday,1.0,1.0,1,31,0.0,0.0,5,2022,9070.557238095238
2022-02-01,North Side,Jalebi,17.0,5797.0,February,5,1.0,Weekday,2.0,1.0,2,1,1.0,0.0,5,2022,9162.47535714286
2022-02-01,Main Branch,Jalebi,49.0,10486.0,February,5,1.0,Weekday,1.0,1.0,2,1,1.0,0.0,5,2022,9162.47535714286
2022-02-01,City Center,Jalebi,51.0,11067.0,February,5,1.0,Weekday,0.0,1.0,2,1,1.0,0.0,5,2022,9162.47535714286
2022-02-02,North Side,Jalebi,16.0,4416.0,February,5,2.0,Weekday,2.0,1.0,2,2,2.0,0.0,5,2022,5828.818896825397
2022-02-02,City Center,Jalebi,18.0,2790.0,February,5,2.0,Weekday,0.0,1.0,2,2,2.0,0.0,5,2022,5828.818896825397
2022-02-02,Main Branch,Jalebi,46.0,9062.0,February,5,2.0,Weekday,1.0,1.0,2,2,2.0,0.0,5,2022,5828.818896825397
2022-02-03,North Side,Jalebi,30.0,9780.0,February,5,3.0,Weekday,2.0,1.0,2,3,3.0,0.0,5,2022,7317.572000000001
2022-02-03,City Center,Jalebi,52.0,9048.0,February,5,3.0,Weekday,0.0,1.0,2,3,3.0,0.0,5,2022,7317.572000000001
2022-02-03,Main Branch,Jalebi,16.0,3168.0,February,5,3.0,Weekday,1.0,1.0,2,3,3.0,0.0,5,2022,7317.572000000001
2022-02-04,North Side,Jalebi,47.0,7332.0,February,5,4.0,Weekday,2.0,1.0,2,4,4.0,0.0,5,2022,8857.241083333334
2022-02-04,Main Branch,Jalebi,47.0,11374.0,February,5,4.0,Weekday,1.0,1.0,2,4,4.0,0.0,5,2022,8857.241083333334
2022-02-04,City Center,Jalebi,35.0,6825.0,February,5,4.0,Weekday,0.0,1.0,2,4,4.0,0.0,5,2022,8857.241083333334
2022-02-05,North Side,Jalebi,36.0,9504.0,February,5,5.0,Weekend,2.0,1.0,2,5,5.0,1.0,5,2022,17427.183849206347
2022-02-05,City Center,Jalebi,70.0,19180.0,February,5,5.0,Weekend,0.0,1.0,2,5,5.0,1.0,5,2022,17427.183849206347
2022-02-05,Main Branch,Jalebi,70.0,23870.0,February,5,5.0,Weekend,1.0,1.0,2,5,5.0,1.0,5,2022,17427.183849206347
2022-02-06,North Side,Jalebi,59.0,16756.0,February,5,6.0,Weekend,2.0,1.0,2,6,6.0,1.0,5,2022,16482.780666666666
2022-02-06,Main Branch,Jalebi,87.0,22446.0,February,5,6.0,Weekend,1.0,1.0,2,6,6.0,1.0,5,2022,16482.780666666666
2022-02-06,City Center,Jalebi,66.0,12474.0,February,5,6.0,Weekend,0.0,1.0,2,6,6.0,1.0,5,2022,16482.780666666666
2022-02-07,North Side,Jalebi,25.0,4825.0,February,6,0.0,Weekday,2.0,1.0,2,7,0.0,0.0,6,2022,6462.783404761905
2022-02-07,City Center,Jalebi,15.0,4710.0,February,6,0.0,Weekday,0.0,1.0,2,7,0.0,0.0,6,2022,6462.783404761905
2022-02-07,Main Branch,Jalebi,34.0,9962.0,February,6,0.0,Weekday,1.0,1.0,2,7,0.0,0.0,6,2022,6462.783404761905
2022-02-08,North Side,Jalebi,44.0,6952.0,February,6,1.0,Weekday,2.0,1.0,2,8,1.0,0.0,6,2022,9799.005047619048
2022-02-08,City Center,Jalebi,51.0,15198.0,February,6,1.0,Weekday,0.0,1.0,2,8,1.0,0.0,6,2022,9799.005047619048
2022-02-08,Main Branch,Jalebi,49.0,7644.0,February,6,1.0,Weekday,1.0,1.0,2,8,1.0,0.0,6,2022,9799.005047619048
2022-02-09,North Side,Jalebi,20.0,5400.0,February,6,2.0,Weekday,2.0,1.0,2,9,2.0,0.0,6,2022,6791.226696969696
2022-02-09,City Center,Jalebi,27.0,8316.0,February,6,2.0,Weekday,0.0,1.0,2,9,2.0,0.0,6,2022,6791.226696969696
2022-02-09,Main Branch,Jalebi,20.0,6580.0,February,6,2.0,Weekday,1.0,1.0,2,9,2.0,0.0,6,2022,6791.226696969696
2022-02-10,North Side,Jalebi,25.0,8125.0,February,6,3.0,Weekday,2.0,1.0,2,10,3.0,0.0,6,2022,8649.29530952381
2022-02-10,Main Branch,Jalebi,20.0,6160.0,February,6,3.0,Weekday,1.0,1.0,2,10,3.0,0.0,6,2022,8649.29530952381
2022-02-10,City Center,Jalebi,44.0,11396.0,February,6,3.0,Weekday,0.0,1.0,2,10,3.0,0.0,6,2022,8649.29530952381
2022-02-11,North Side,Jalebi,34.0,7242.0,February,6,4.0,Weekday,2.0,1.0,2,11,4.0,0.0,6,2022,6046.788714285715
2022-02-11,City Center,Jalebi,23.0,6256.0,February,6,4.0,Weekday,0.0,1.0,2,11,4.0,0.0,6,2022,6046.788714285715
2022-02-11,Main Branch,Jalebi,17.0,3774.0,February,6,4.0,Weekday,1.0,1.0,2,11,4.0,0.0,6,2022,6046.788714285715
2022-02-12,North Side,Jalebi,70.0,14140.0,February,6,5.0,Weekend,2.0,1.0,2,12,5.0,1.0,6,2022,16493.63388888889
2022-02-12,Main Branch,Jalebi,64.0,13888.0,February,6,5.0,Weekend,1.0,1.0,2,12,5.0,1.0,6,2022,16493.63388888889
2022-02-12,City Center,Jalebi,70.0,21700.0,February,6,5.0,Weekend,0.0,1.0,2,12,5.0,1.0,6,2022,16493.63388888889
2022-02-13,North Side,Jalebi,33.0,10494.0,February,6,6.0,Weekend,2.0,1.0,2,13,6.0,1.0,6,2022,16477.325380952378
2022-02-13,Main Branch,Jalebi,52.0,16120.0,February,6,6.0,Weekend,1.0,1.0,2,13,6.0,1.0,6,2022,16477.325380952378
2022-02-13,City Center,Jalebi,74.0,23014.0,February,6,6.0,Weekend,0.0,1.0,2,13,6.0,1.0,6,2022,16477.325380952378
2022-02-14,North Side,Jalebi,22.0,5038.0,February,7,0.0,Weekday,2.0,1.0,2,14,0.0,0.0,7,2022,6531.162234126985
2022-02-14,Main Branch,Jalebi,22.0,7458.0,February,7,0.0,Weekday,1.0,1.0,2,14,0.0,0.0,7,2022,6531.162234126985
2022-02-14,City Center,Jalebi,33.0,5973.0,February,7,0.0,Weekday,0.0,1.0,2,14,0.0,0.0,7,2022,6531.162234126985
2022-02-15,North Side,Jalebi,17.0,4386.0,February,7,1.0,Weekday,2.0,1.0,2,15,1.0,0.0,7,2022,5095.529904761905
2022-02-15,Main Branch,Jalebi,24.0,4752.0,February,7,1.0,Weekday,1.0,1.0,2,15,1.0,0.0,7,2022,5095.529904761905
2022-02-15,City Center,Jalebi,35.0,6230.0,February,7,1.0,Weekday,0.0,1.0,2,15,1.0,0.0,7,2022,5095.529904761905
2022-02-16,North Side,Jalebi,46.0,13340.0,February,7,2.0,Weekday,2.0,1.0,2,16,2.0,0.0,7,2022,10103.426261904762
2022-02-16,Main Branch,Jalebi,25.0,6975.0,February,7,2.0,Weekday,1.0,1.0,2,16,2.0,0.0,7,2022,10103.426261904762
2022-02-16,City Center,Jalebi,47.0,11280.0,February,7,2.0,Weekday,0.0,1.0,2,16,2.0,0.0,7,2022,10103.426261904762
2022-02-17,North Side,Jalebi,22.0,6424.0,February,7,3.0,Weekday,2.0,1.0,2,17,3.0,0.0,7,2022,6597.212690476191
2022-02-17,Main Branch,Jalebi,46.0,7360.0,February,7,3.0,Weekday,1.0,1.0,2,17,3.0,0.0,7,2022,6597.212690476191
2022-02-17,City Center,Jalebi,28.0,5992.0,February,7,3.0,Weekday,0.0,1.0,2,17,3.0,0.0,7,2022,6597.212690476191
2022-02-18,North Side,Jalebi,40.0,10240.0,February,7,4.0,Weekday,2.0,1.0,2,18,4.0,0.0,7,2022,8190.507916666666
2022-02-18,Main Branch,Jalebi,29.0,8091.0,February,7,4.0,Weekday,1.0,1.0,2,18,4.0,0.0,7,2022,8190.507916666666
2022-02-18,City Center,Jalebi,32.0,5664.0,February,7,4.0,Weekday,0.0,1.0,2,18,4.0,0.0,7,2022,8190.507916666666
2022-02-19,North Side,Jalebi,50.0,8850.0,February,7,5.0,Weekend,2.0,1.0,2,19,5.0,1.0,7,2022,12471.083603174606
2022-02-19,Main Branch,Jalebi,56.0,9296.0,February,7,5.0,Weekend,1.0,1.0,2,19,5.0,1.0,7,2022,12471.083603174606
2022-02-19,City Center,Jalebi,71.0,18886.0,February,7,5.0,Weekend,0.0,1.0,2,19,5.0,1.0,7,2022,12471.083603174606
2022-02-20,North Side,Jalebi,60.0,17100.0,February,7,6.0,Weekend,2.0,1.0,2,20,6.0,1.0,7,2022,15526.942249999998
2022-02-20,Main Branch,Jalebi,68.0,20196.0,February,7,6.0,Weekend,1.0,1.0,2,20,6.0,1.0,7,2022,15526.942249999998
2022-02-20,City Center,Jalebi,45.0,10305.0,February,7,6.0,Weekend,0.0,1.0,2,20,6.0,1.0,7,2022,15526.942249999998
2022-02-21,North Side,Jalebi,17.0,3060.0,February,8,0.0,Weekday,2.0,1.0,2,21,0.0,0.0,8,2022,8423.665039682539
2022-02-21,Main Branch,Jalebi,41.0,11562.0,February,8,0.0,Weekday,1.0,1.0,2,21,0.0,0.0,8,2022,8423.665039682539
2022-02-21,City Center,Jalebi,32.0,8864.0,February,8,0.0,Weekday,0.0,1.0,2,21,0.0,0.0,8,2022,8423.665039682539
2022-02-22,North Side,Jalebi,33.0,6138.0,February,8,1.0,Weekday,2.0,1.0,2,22,1.0,0.0,8,2022,5674.952071428572
2022-02-22,Main Branch,Jalebi,42.0,8148.0,February,8,1.0,Weekday,1.0,1.0,2,22,1.0,0.0,8,2022,5674.952071428572
2022-02-22,City Center,Jalebi,15.0,2835.0,February,8,1.0,Weekday,0.0,1.0,2,22,1.0,0.0,8,2022,5674.952071428572
2022-02-23,North Side,Jalebi,28.0,7252.0,February,8,2.0,Weekday,2.0,1.0,2,23,2.0,0.0,8,2022,9489.919499999996
2022-02-23,Main Branch,Jalebi,49.0,12397.0,February,8,2.0,Weekday,1.0,1.0,2,23,2.0,0.0,8,2022,9489.919499999996
2022-02-23,City Center,Jalebi,25.0,8250.0,February,8,2.0,Weekday,0.0,1.0,2,23,2.0,0.0,8,2022,9489.919499999996
2022-02-24,North Side,Jalebi,39.0,10179.0,February,8,3.0,Weekday,2.0,1.0,2,24,3.0,0.0,8,2022,10204.068571428572
2022-02-24,Main Branch,Jalebi,38.0,10564.0,February,8,3.0,Weekday,1.0,1.0,2,24,3.0,0.0,8,2022,10204.068571428572
2022-02-24,City Center,Jalebi,33.0,9669.0,February,8,3.0,Weekday,0.0,1.0,2,24,3.0,0.0,8,2022,10204.068571428572
2022-02-25,North Side,Jalebi,22.0,3608.0,February,8,4.0,Weekday,2.0,1.0,2,25,4.0,0.0,8,2022,6607.017309523811
2022-02-25,Main Branch,Jalebi,17.0,3332.0,February,8,4.0,Weekday,1.0,1.0,2,25,4.0,0.0,8,2022,6607.017309523811
2022-02-25,City Center,Jalebi,41.0,11849.0,February,8,4.0,Weekday,0.0,1.0,2,25,4.0,0.0,8,2022,6607.017309523811
2022-02-26,North Side,Jalebi,50.0,10250.0,February,8,5.0,Weekend,2.0,1.0,2,26,5.0,1.0,8,2022,15824.105285714288
2022-02-26,Main Branch,Jalebi,75.0,21750.0,February,8,5.0,Weekend,1.0,1.0,2,26,5.0,1.0,8,2022,15824.105285714288
2022-02-26,City Center,Jalebi,68.0,17204.0,February,8,5.0,Weekend,0.0,1.0,2,26,5.0,1.0,8,2022,15824.105285714288
2022-02-27,North Side,Jalebi,65.0,16705.0,February,8,6.0,Weekend,2.0,1.0,2,27,6.0,1.0,8,2022,12610.686833333335
2022-02-27,Main Branch,Jalebi,81.0,15633.0,February,8,6.0,Weekend,1.0,1.0,2,27,6.0,1.0,8,2022,12610.686833333335
2022-02-27,City Center,Jalebi,35.0,6370.0,February,8,6.0,Weekend,0.0,1.0,2,27,6.0,1.0,8,2022,12610.686833333335
2022-02-28,North Side,Jalebi,52.0,13572.0,February,9,0.0,Weekday,2.0,1.0,2,28,0.0,0.0,9,2022,9041.708023809522
2022-02-28,City Center,Jalebi,27.0,4374.0,February,9,0.0,Weekday,0.0,1.0,2,28,0.0,0.0,9,2022,9041.708023809522
2022-02-28,Main Branch,Jalebi,25.0,8500.0,February,9,0.0,Weekday,1.0,1.0,2,28,0.0,0.0,9,2022,9041.708023809522
2022-03-01,North Side,Jalebi,21.0,6237.0,March,9,1.0,Weekday,2.0,1.0,3,1,1.0,0.0,9,2022,6834.783357142858
2022-03-01,Main Branch,Jalebi,17.0,3791.0,March,9,1.0,Weekday,1.0,1.0,3,1,1.0,0.0,9,2022,6834.783357142858
2022-03-01,City Center,Jalebi,29.0,9512.0,March,9,1.0,Weekday,0.0,1.0,3,1,1.0,0.0,9,2022,6834.783357142858
2022-03-02,North Side,Jalebi,19.0,5016.0,March,9,2.0,Weekday,2.0,1.0,3,2,2.0,0.0,9,2022,7431.308428571429
2022-03-02,Main Branch,Jalebi,34.0,11798.0,March,9,2.0,Weekday,1.0,1.0,3,2,2.0,0.0,9,2022,7431.308428571429
